Avg Pump Difference,Lateral Length,TVD,DELAYED,BOUND_CODE,PARENT_CODEV_1050_WELL_COUNT,PARENT_IN_ZONE_MIN_HYPOT,PARENT_OUT_ZONE_MIN_HYPOT,PARENT_IN_ZONE_MIN_MAP_DIST,PARENT_OUT_ZONE_MIN_MAP_DIST,PARENT_1050_AVG_WELL_AGE,PARENT_1050_MEDIAN_WELL_AGE,PARENT_1050_WELL_COUNT,PARENT_3000_AVG_HYPOT_DIST,PARENT_3000_AVG_MAP_DIST,PARENT_3000_AVG_TVD_DIST,PARENT_3000_AVG_WELL_AGE,PARENT_3000_MEDIAN_WELL_AGE,PARENT_3000_WELL_COUNT,CODEV_IN_ZONE_MIN_HYPOT,CODEV_OUT_ZONE_MIN_HYPOT,CODEV_IN_ZONE_MIN_MAP_DIST,CODEV_1050_WELL_COUNT,CODEV_3000_AVG_HYPOT_DIST,CODEV_3000_AVG_MAP_DIST,CODEV_3000_AVG_TVD_DIST,CODEV_3000_AVG_WELL_AGE,CODEV_3000_MEDIAN_WELL_AGE,CODEV_3000_WELL_COUNT,Pressure Gradient (psi/ft) new,Soak Time,Avg Open Pressure,SD Open Pressure,Avg Close Pressure,SD Close Pressure,Imputed
20.53,10000,7520.0,1,10001000,2,784.0,1178.0,782.0,243.0,3968.0,3968.0,1,1628.0,1626.0,79.0,4105.0,4104.5,4,1980.0,696.0,1980.0,1,1556,1540,155,-0.7,-1.0,3,0.497056503,107,2485.828165,203.5,2458.557476,451.7,1.0
23.17,9800,10650.0,1,11111000,0,1142.0,1283.0,1142.0,0.0,3478.0,3478.0,0,2602.0,1580.0,1815.0,3088.0,2258.5,26,1847.0,1187.5,1847.0,0,1847,1847,16,0.0,0.0,1,0.543612617,32,2738.44581,110.2,2779.193382,365.7,1.0
23.53,10000,8755.0,1,10001011,4,1537.0,417.0,1537.0,1.0,3162.0,3172.0,3,1870.0,1796.0,322.0,2430.0,3142.0,12,882.0,657.0,882.0,1,1172,1172,10,1.0,1.0,2,0.49593638,171,2424.761231,158.4,2323.468449,334.8,1.0
7.93,10000,8915.0,1,11111100,5,991.0,609.0,987.0,119.0,1844.0,835.0,4,1832.0,1694.0,530.0,3097.0,1478.0,21,797.0,1891.0,797.0,1,1720,1496,664,12.0,12.0,4,0.523895323,100,2471.255945,105.0,2472.226587,313.8,1.0
28.3,10000,9475.0,1,11111101,5,2331.0,904.0,2326.0,434.0,171.0,171.0,1,1948.0,1770.0,667.0,1366.0,171.0,7,580.0,519.0,580.0,4,1499,1409,285,16.9,30.0,11,0.505867641,29,2712.567541,254.9,2313.355575,794.0,0.0
62.34,9800,10650.0,1,11111000,0,1142.0,1283.0,1142.0,0.0,3478.0,3478.0,0,2602.0,1580.0,1815.0,3088.0,2258.5,26,1847.0,1187.5,1847.0,0,1847,1847,16,0.0,0.0,1,0.527585923,176,2514.476383,106.7,2120.666456,475.1,1.0
41.75,10000,9475.0,1,11111101,5,2331.0,904.0,2326.0,434.0,171.0,171.0,1,1948.0,1770.0,667.0,1366.0,171.0,7,580.0,519.0,580.0,4,1499,1409,285,16.9,30.0,11,0.500726729,148,2597.442801,193.2,2254.978707,442.3,0.0
-0.84,12800,9965.0,1,1111000,1,1677.0,1226.0,1499.0,4.0,2480.0,2480.0,0,2241.0,1168.0,1739.0,5024.0,4365.5,18,919.0,1957.0,918.0,1,967,967,35,0.0,0.0,1,0.606521422,441,2621.10985,217.3,1434.416699,243.4,1.0
2.96,12500,10130.0,1,11110000,0,1429.0,1315.0,1427.5,332.0,2355.0,2355.0,0,2214.0,1430.0,1577.0,1520.0,1520.0,12,1092.0,733.5,1092.0,0,1100,1100,4,0.0,0.0,1,0.605544059,41,2745.732051,196.6,1683.805117,1002.2,1.0
-2.1,12600,10130.0,1,11110000,0,1429.0,1315.0,1427.5,332.0,2355.0,2355.0,0,2214.0,1430.0,1577.0,1520.0,1520.0,12,1092.0,733.5,1092.0,0,1100,1100,4,0.0,0.0,1,0.607815705,130,2846.88364,269.3,1917.067818,1069.3,1.0
34.33,12700,8455.0,1,11011111,6,871.0,540.0,871.0,85.0,5664.0,6217.0,6,1943.0,1553.0,858.0,4339.0,5900.0,29,1456.0,1142.0,1456.0,0,1859,1751,503,32.6,53.0,5,0.501028289,181,2727.339854,485.6,2165.224217,657.0,0.0
43.13,9800,10235.0,1,11111000,1,1887.0,1183.0,1887.0,1.0,3899.0,3899.0,0,2373.0,1646.0,1455.0,3037.0,3695.0,27,826.0,1187.5,826.0,1,838,838,1,0.0,0.0,1,0.49727883,60,2730.944463,255.1,2086.997291,740.5,1.0
23.1,12600,8045.0,1,10101111,9,2081.0,535.0,2081.0,0.0,3131.0,3132.0,5,1989.0,1508.0,1031.0,2879.0,3133.0,18,722.0,276.0,722.0,4,703,646,139,0.3,0.5,4,0.505299059,282,2707.380662,157.5,2690.661985,615.0,1.0
39.95,9800,10235.0,1,11111000,1,1887.0,1183.0,1887.0,1.0,3899.0,3899.0,0,2373.0,1646.0,1455.0,3037.0,3695.0,27,826.0,1187.5,826.0,1,838,838,1,0.0,0.0,1,0.498487205,189,2661.586795,167.9,1997.20908,497.2,1.0
8.21,12700,10365.0,1,11111000,0,2041.0,1143.0,1806.5,10.0,1957.5,1957.5,0,2150.0,1389.0,1436.0,924.0,846.0,16,1200.0,550.5,1200.0,0,1758,1758,8,0.7,1.0,3,0.510961728,359,2804.131512,142.3,2854.3197,394.8,1.0
16.66,10300,10355.0,1,11110000,1,2331.0,1159.0,2326.0,3.0,171.0,171.0,0,2263.0,1614.0,1454.0,788.0,842.0,16,1026.0,519.0,1026.0,1,1859,1859,6,-0.5,-0.5,2,0.509494796,39,2144.46691,317.7,2110.712389,567.7,1.0
17.37,15400,8340.0,1,10101111,3,1446.0,596.0,1446.0,61.0,126.0,125.5,2,1992.0,1761.0,647.0,1081.0,140.0,19,1200.0,264.0,1200.0,1,918,839,183,0.7,1.0,3,0.517438798,547,2659.629796,204.0,2523.697845,664.0,0.0
26.09,10200,8070.0,1,1001111,5,2207.0,680.0,2207.0,2.0,4401.0,4401.0,3,1856.0,1184.0,1195.0,3673.0,4400.0,11,800.0,263.0,800.0,2,987,935,140,0.3,0.5,4,0.50589623,107,2019.252397,214.3,1753.971943,312.3,1.0
29.88,10200,10355.0,1,11111000,1,2331.0,1136.0,2326.0,1.0,171.0,171.0,0,2159.0,1454.0,1443.0,817.0,844.0,16,1026.0,519.0,1026.0,1,1750,1750,9,-0.7,-1.0,3,0.504449934,172,2143.447726,873.6,2124.827041,529.7,1.0
13.57,15800,8355.0,0,10100001,1,1763.5,2205.0,1763.5,2188.0,1504.0,1503.75,0,2432.0,2299.0,697.0,3022.0,2979.0,3,1411.0,260.0,1411.0,1,1047,954,174,0.7,1.0,3,0.5194272,139,3062.199077,346.0,2622.471528,678.2,1.0
30.62,15700,8375.0,1,10101001,3,1763.5,830.0,1763.5,777.0,2882.0,2882.0,2,1912.0,1708.0,742.0,3029.0,2979.0,8,1411.0,261.0,1411.0,1,1050,954,187,0.7,1.0,3,0.512809254,217,2714.593621,245.5,2578.192266,901.9,1.0
0.54,10400,10040.0,1,11111000,1,1241.5,984.0,1241.5,21.0,4936.0,4936.0,1,2354.0,1458.0,1693.0,3416.0,2704.5,24,1437.0,1187.5,1437.0,0,1441,1441,16,0.0,0.0,1,0.638137019,73,2909.625279,172.0,1749.014082,208.3,1.0
6.73,9800,8340.0,1,10001111,3,1883.0,1178.0,1868.5,243.0,5187.0,5186.5,0,2188.0,1788.0,1125.0,4658.0,4791.0,8,561.0,290.0,561.0,3,812,743,216,-1.0,-1.0,4,0.551270714,290,2789.780893,121.6,2643.175606,397.6,1.0
9.69,9800,8340.0,1,10001111,3,1883.0,1178.0,1868.5,243.0,5187.0,5186.5,0,2188.0,1788.0,1125.0,4658.0,4791.0,8,561.0,290.0,561.0,3,812,743,216,-1.0,-1.0,4,0.550057558,353,2758.72444,138.4,2515.777676,424.6,1.0
5.94,9700,8340.0,1,10001111,3,1883.0,1178.0,1868.5,243.0,5187.0,5186.5,0,2188.0,1788.0,1125.0,4658.0,4791.0,8,561.0,290.0,561.0,3,812,743,216,-1.0,-1.0,4,0.551594496,414,2721.171681,108.0,2383.70354,608.6,1.0
23.36,10300,10415.0,1,11100000,2,892.0,980.0,888.0,50.0,1764.0,1764.0,2,2071.0,1242.0,1483.0,1840.0,1764.0,12,1455.0,340.0,1455.0,0,1490,1490,4,0.0,0.0,1,0.590354319,47,2801.394921,177.8,2238.400192,381.4,1.0
-1.54,15400,8480.0,1,11110111,6,2618.0,508.0,2618.0,6.0,4002.0,4001.5,4,2141.0,1997.0,523.0,2559.0,1966.0,15,1297.0,305.0,1297.0,2,995,798,393,1.2,1.0,5,0.558825852,109,3102.335321,216.1,2510.022085,617.1,0.0
22.880000000000003,15400,8160.0,1,10001000,2,616.0,2458.0,610.0,2424.0,1025.0,1025.0,1,1870.0,1864.0,113.0,790.0,1025.0,7,569.0,678.0,569.0,1,1601,1601,44,5.0,5.0,4,0.55975494,150,3117.687957,191.3,2687.512197,559.3,1.0
71.19,10300,10415.0,1,11100000,2,892.0,980.0,888.0,50.0,1764.0,1764.0,2,2071.0,1242.0,1483.0,1840.0,1764.0,12,1455.0,340.0,1455.0,0,1490,1490,4,0.0,0.0,1,0.569098586,114,2720.473551,168.1,2288.421185,451.1,1.0
-9.64,15400,9115.0,1,11111100,5,1454.0,151.0,1453.0,86.0,6575.0,6572.0,4,1933.0,1800.0,503.0,3077.0,1646.5,22,1040.0,1267.0,1040.0,1,1377,922,776,0.3,0.5,4,0.562170569,164,3281.536437,169.0,2623.257599,487.7,0.0
19.15,12800,10570.0,1,11111000,1,1122.0,1232.0,1122.0,268.0,1377.0,1377.0,0,2174.0,1467.0,1445.0,3186.0,3359.5,26,1000.0,2528.0,1000.0,1,1500,1500,29,-0.5,-0.5,2,0.512544035,407,2574.941516,158.0,2112.50304,591.8,1.0
25.99,12800,10545.0,1,11111000,2,2122.0,1096.0,2121.0,76.0,1377.0,1377.0,0,2308.0,1535.0,1546.0,2956.0,3358.0,27,1000.0,2528.0,1000.0,2,1000,1000,17,-0.5,-0.5,2,0.509913306,502,2573.080854,156.5,2105.910088,766.0,1.0
46.45,10300,8335.0,0,10001001,2,2746.0,2418.0,2746.0,2412.0,1025.0,1025.0,0,2678.0,2607.0,432.0,732.0,700.5,4,562.0,1384.0,562.0,2,1556,1556,21,7.1,16.0,7,0.524243429,65,2110.786949,166.4,903.0374375,365.2,1.0
31.5,10300,8335.0,0,10001001,2,2746.0,2418.0,2746.0,2412.0,1025.0,1025.0,0,2678.0,2607.0,432.0,732.0,700.5,4,562.0,1384.0,562.0,2,1556,1556,21,7.1,16.0,7,0.530247589,60,1900.924155,183.4,945.3021316,577.4,1.0
19.06,12800,10545.0,1,11111000,2,2122.0,1096.0,2121.0,76.0,1377.0,1377.0,0,2308.0,1535.0,1546.0,2956.0,3358.0,27,1000.0,2528.0,1000.0,2,1000,1000,17,-0.5,-0.5,2,0.512578649,593,2613.121739,170.7,1950.906656,780.2,1.0
40.74,10300,8335.0,0,10001001,2,2746.0,2418.0,2746.0,2412.0,1025.0,1025.0,0,2678.0,2607.0,432.0,732.0,700.5,4,562.0,1384.0,562.0,2,1556,1556,21,7.1,16.0,7,0.526536657,203,1824.858692,128.6,933.2935975,409.0,1.0
3.3,12600,8920.0,1,11011000,3,1217.0,936.0,1217.0,911.0,1016.0,1016.0,1,1999.0,1889.0,556.0,1134.0,1019.0,12,610.0,852.0,610.0,2,746,489,400,2.0,2.0,2,0.553714195,43,3015.39506,221.4,2746.547426,565.7,0.0
3.03,12600,10085.0,1,1111000,0,2207.0,1392.0,2207.0,40.0,2480.0,2480.0,0,2467.0,1462.0,1809.0,2132.0,1860.0,23,1508.0,1957.0,1508.0,0,1644,1644,1,0.0,0.0,1,0.553825062,49,3041.303786,222.1,2686.28778,622.1,1.0
24.55,12800,8920.0,1,11011000,3,1217.0,936.0,1217.0,911.0,1016.0,1016.0,1,1999.0,1889.0,556.0,1134.0,1019.0,12,610.0,852.0,610.0,2,746,489,400,2.0,2.0,2,0.544886397,35,2899.708788,183.6,2551.451781,409.3,0.0
-3.38,10800,10350.0,1,11111000,5,1522.0,600.0,1522.0,127.0,2620.0,2620.0,4,2136.0,1636.0,1181.0,2563.0,2080.0,33,1023.0,2084.0,1023.0,1,1962,819,1571,-34.0,-45.0,4,0.528092002,468,3064.850396,431.0,2571.955575,691.0,0.0
22.51,10800,9682.5,1,11111001,3,2854.0,585.0,2385.0,45.0,2211.0,2211.0,3,2151.0,1572.0,1304.0,2257.0,2037.0,47,1492.0,475.0,1492.0,0,1492,1492,11,0.0,0.0,1,0.520048796,47,3127.017699,501.5,2588.417661,520.7,1.0
23.13,10800,10365.0,1,11111000,4,2097.5,598.0,1863.0,3.0,2214.0,2214.5,4,2229.0,1633.0,1319.0,1892.0,2037.0,37,1492.0,1354.0,1492.0,0,1492,1492,11,0.0,0.0,1,0.517761364,571,3105.356922,221.4,2433.504802,687.4,1.0
30.18,15800,9065.0,1,10011101,3,1059.0,181.0,1042.0,88.0,4614.0,4614.0,1,1730.0,1684.0,281.0,3607.0,3968.0,9,576.0,1032.0,565.0,2,1382,1323,224,-1.0,-1.0,4,0.508810297,62,2794.958161,320.2,1831.250796,611.9,0.0
48.86,15800,8815.0,1,10111000,3,1202.0,906.0,1201.0,879.0,3612.0,3612.0,1,1872.0,1833.0,299.0,3124.0,3208.0,13,1005.5,491.0,1005.5,2,836,76,831,0.7,1.0,3,0.520791318,162,2930.910773,147.3,1765.68711,284.4,1.0
2.1,15800,8815.0,1,10111000,3,1202.0,906.0,1201.0,879.0,3612.0,3612.0,1,1872.0,1833.0,299.0,3124.0,3208.0,13,1005.5,491.0,1005.5,2,836,76,831,0.7,1.0,3,0.519620935,316,3049.659077,287.7,1778.518946,532.0,1.0
-4.9,10400,8480.0,1,11111111,5,765.0,469.0,765.0,424.0,1576.0,1576.0,3,1913.0,1878.0,268.0,2678.0,2936.0,15,651.0,540.0,651.0,2,1456,942,909,14.1,2.0,9,0.56397171,44,2901.724733,183.4,3079.070489,1036.7,0.0
35.91,10300,8480.0,1,11111111,5,765.0,469.0,765.0,424.0,1576.0,1576.0,3,1913.0,1878.0,268.0,2678.0,2936.0,15,651.0,540.0,651.0,2,1456,942,909,14.1,2.0,9,0.544779338,45,3020.245094,203.8,2234.940362,578.3,0.0
34.82,10300,8480.0,1,11111111,5,765.0,469.0,765.0,424.0,1576.0,1576.0,3,1913.0,1878.0,268.0,2678.0,2936.0,15,651.0,540.0,651.0,2,1456,942,909,14.1,2.0,9,0.547460172,121,2711.988942,251.2,2767.440439,586.0,0.0
13.46,13000,8275.0,0,1110,2,2780.0,2486.0,2779.0,2471.0,2480.0,2480.0,0,2629.0,2606.0,276.0,1997.0,2000.0,0,846.0,581.0,846.0,2,1317,1180,291,3.5,3.5,6,0.550263215,519,2576.26137,535.1,1012.064833,315.1,1.0
13.66,10100,9945.0,1,11111000,1,1633.0,1276.0,1633.0,162.0,3411.0,3411.0,0,2736.0,1734.0,1773.0,3229.0,4293.0,19,1016.0,475.0,1016.0,1,1016,1016,9,0.0,0.0,1,0.551107734,40,2789.521162,450.0,2937.843594,854.9,1.0
5.26,12900,8595.0,0,11011000,4,1946.0,1968.0,1946.0,1949.0,4406.0,4406.0,0,2335.0,2316.0,228.0,2560.0,2707.0,7,648.0,586.0,648.0,4,893,791,297,-4.6,-8.0,5,0.565343624,36,2970.475952,171.1,984.4393228,590.6,1.0
14.4,13000,8275.0,0,1110,2,2780.0,2486.0,2779.0,2471.0,2480.0,2480.0,0,2629.0,2606.0,276.0,1997.0,2000.0,0,846.0,581.0,846.0,2,1317,1180,291,3.5,3.5,6,0.557698293,57,2597.085479,164.7,1325.000416,953.5,1.0
30.9,10100,9790.0,1,1111000,0,2749.0,1471.0,2749.0,9.0,2480.0,2480.0,0,2443.0,1679.0,1542.0,1392.0,1307.0,12,1906.0,3549.0,1905.0,0,2788,2468,1032,-28.5,-28.5,2,0.544007427,104,2591.577861,423.0,2666.980485,982.7,1.0
16.36,13000,9065.0,1,10011101,3,1059.0,181.0,1042.0,88.0,4614.0,4614.0,1,1730.0,1684.0,281.0,3607.0,3968.0,9,576.0,1032.0,565.0,2,1382,1323,224,-1.0,-1.0,4,0.560683247,118,2817.625625,278.8,2045.152982,1330.4,0.0
14.04,12700,8410.0,1,10001101,3,1205.0,770.0,1204.0,546.0,4681.0,4681.0,1,1729.0,1668.0,335.0,4561.0,4681.0,9,1000.0,611.0,1000.0,2,806,750,176,1.0,1.0,2,0.558569017,189,2700.095806,179.2,2485.147003,1010.9,0.0
3.82,10100,9945.0,1,11111000,1,1633.0,1276.0,1633.0,162.0,3411.0,3411.0,0,2736.0,1734.0,1773.0,3229.0,4293.0,19,1016.0,475.0,1016.0,1,1016,1016,9,0.0,0.0,1,0.555160345,237,2876.678038,293.9,2559.673921,907.2,1.0
24.77,12600,10565.0,1,11111000,1,768.0,1182.0,768.0,1.0,1014.0,1014.0,1,2423.0,1458.0,1723.0,5390.0,5779.0,28,1732.0,2528.0,1732.0,0,2198,2198,16,-20.0,-20.0,2,0.52886577,158,2617.333459,184.1,1913.749196,580.7,1.0
30.9,12700,10565.0,1,11111000,1,768.0,1182.0,768.0,1.0,1014.0,1014.0,1,2423.0,1458.0,1723.0,5390.0,5779.0,28,1732.0,2528.0,1732.0,0,2198,2198,16,-20.0,-20.0,2,0.526422733,151,2585.380385,159.3,1319.029465,451.6,1.0
32.79,12700,10565.0,1,11111000,1,768.0,1182.0,768.0,1.0,1014.0,1014.0,1,2423.0,1458.0,1723.0,5390.0,5779.0,28,1732.0,2528.0,1732.0,0,2198,2198,16,-20.0,-20.0,2,0.525669496,225,2623.4198,116.0,1695.386333,536.6,1.0
3.9,10000,8450.0,0,11000001,3,2481.0,2663.0,2481.0,2657.0,4093.0,4092.75,0,2708.0,2690.0,256.0,2472.0,2472.0,3,651.0,480.0,651.0,3,1161,1050,352,0.7,1.0,7,0.528055601,52,2739.891112,227.4,2319.774475,475.8,1.0
-12.43,10300,8450.0,0,11000001,3,2481.0,2663.0,2481.0,2657.0,4093.0,4092.75,0,2708.0,2690.0,256.0,2472.0,2472.0,3,651.0,480.0,651.0,3,1161,1050,352,0.7,1.0,7,0.532353541,47,2931.53319,264.0,2805.079207,461.8,1.0
22.47,10200,8450.0,0,11000001,3,2481.0,2663.0,2481.0,2657.0,4093.0,4092.75,0,2708.0,2690.0,256.0,2472.0,2472.0,3,651.0,480.0,651.0,3,1161,1050,352,0.7,1.0,7,0.520780505,121,2747.544833,154.9,2214.142524,481.8,1.0
-7.45,7600,9840.0,1,11111000,5,1012.0,1268.0,1012.0,3.0,1308.0,1308.0,1,2254.0,2003.0,746.0,1425.0,1317.5,20,713.0,351.0,713.0,4,1699,1382,725,-14.6,-22.5,18,0.483027875,49,3006.098045,257.1,2805.181939,524.9,1.0
-5.57,7600,9495.0,1,11101001,6,892.0,669.0,888.0,632.0,1997.0,1996.5,2,1947.0,1923.0,219.0,1706.0,1996.5,8,864.0,340.0,864.0,4,1389,1137,602,0.9,1.5,14,0.482359784,113,3124.461324,167.3,2995.954375,456.3,0.0
30.95,10100,8350.0,0,11001000,3,1348.0,1736.0,1348.0,1684.0,4093.0,4092.75,0,2168.0,2142.0,204.0,2248.0,1786.0,9,650.0,629.0,650.0,3,695,519,313,0.7,1.0,3,0.558724894,282,2626.5012,230.0,2511.856437,627.9,1.0
-4.01,15100,8470.0,1,11011001,5,1012.0,612.0,999.0,579.0,2019.0,2019.0,3,1856.0,1817.0,268.0,1456.0,2003.5,12,880.0,482.0,880.0,2,542,291,452,1.0,1.0,2,0.523538231,230,2749.20177,188.0,2586.205618,500.2,1.0
35.36,10100,8350.0,0,11001000,3,1348.0,1736.0,1348.0,1684.0,4093.0,4092.75,0,2168.0,2142.0,204.0,2248.0,1786.0,9,650.0,629.0,650.0,3,695,519,313,0.7,1.0,3,0.556859425,367,2528.183455,221.0,2720.054521,494.4,1.0
5.7,15300,8470.0,1,11011001,5,1012.0,612.0,999.0,579.0,2019.0,2019.0,3,1856.0,1817.0,268.0,1456.0,2003.5,12,880.0,482.0,880.0,2,542,291,452,1.0,1.0,2,0.51916722,49,2582.789304,164.5,2392.027272,450.1,1.0
13.8,15600,8470.0,1,11011001,5,1012.0,612.0,999.0,579.0,2019.0,2019.0,3,1856.0,1817.0,268.0,1456.0,2003.5,12,880.0,482.0,880.0,2,542,291,452,1.0,1.0,2,0.516043157,49,2790.013067,136.4,2428.815475,441.3,1.0
44.56,13600,8390.0,0,10001101,4,1781.0,1587.0,1778.0,1491.0,4190.0,4192.5,0,2300.0,2250.0,295.0,1923.0,1481.5,0,843.0,657.0,843.0,4,1512,1433,316,1.2,1.0,10,0.500457436,50,2217.049211,244.6,2051.099384,657.7,1.0
35.84,13200,8810.0,0,10001101,4,1781.0,1587.0,1778.0,1491.0,1674.5,1674.5,0,2300.0,2250.0,295.0,1923.0,1481.5,12,666.0,682.0,666.0,4,851,706,343,0.0,0.0,5,0.498732522,317,2379.743894,176.5,2201.34,589.4,1.0
44.16,13600,8870.0,0,1110,3,2780.0,2486.0,2779.0,2471.0,2480.0,2480.0,0,2629.0,2606.0,276.0,1997.0,2000.0,3,858.0,541.0,858.0,3,1024,870,318,-1.2,-1.0,5,0.500610571,116,2269.023278,235.8,2197.135437,648.6,1.0
40.2,13200,8810.0,0,10001101,4,1781.0,1587.0,1778.0,1491.0,1025.0,1025.0,0,2300.0,2250.0,295.0,1923.0,1481.5,12,666.0,682.0,666.0,4,851,706,343,0.0,0.0,5,0.497489429,420,2216.00828,205.1,1544.676122,741.0,1.0
-7.58,10300,9475.0,0,111000,3,2717.5,1301.0,2716.5,216.0,2480.0,2480.0,0,1870.0,883.0,1559.0,3475.0,3475.0,0,787.0,411.0,787.0,3,1263,858,689,-1.4,-1.5,10,0.60044287,41,3380.159177,236.4,2756.549842,289.7,1.0
1.84,10300,8160.0,1,10001000,2,616.0,2458.0,610.0,2424.0,1025.0,1025.0,1,1870.0,1864.0,113.0,790.0,1025.0,7,569.0,657.0,569.0,1,1601,1601,44,5.0,5.0,4,0.596281978,37,3426.887418,225.7,2834.186764,247.1,1.0
24.22,13600,8870.0,0,1110,3,2780.0,2486.0,2779.0,2471.0,2480.0,2480.0,0,2629.0,2606.0,276.0,1997.0,2000.0,3,858.0,541.0,858.0,3,1024,870,318,-1.2,-1.0,5,0.508244392,271,2276.248295,262.4,996.2498269,617.7,1.0
27.43,12600,9185.0,1,11011101,4,1325.0,956.0,1286.0,237.0,2821.0,2821.0,2,1981.0,1681.0,773.0,4290.0,3262.0,21,1000.0,593.0,1000.0,2,796,750,169,1.0,1.0,2,0.521181337,309,2690.113975,146.1,1538.691204,446.0,0.0
4.31,8100,8970.0,1,10111111,8,619.0,596.0,614.0,5.0,3843.0,5016.0,6,1867.0,1756.0,452.0,3443.0,3998.5,36,1007.0,432.0,1001.5,2,1252,658,951,-19.8,-20.0,4,0.555684381,227,2910.095806,148.8,2736.134359,598.6,1.0
0.37,7800,8920.0,1,11111111,7,1086.0,420.0,1085.0,44.0,3514.0,1961.0,7,1784.0,1565.0,616.0,3171.0,2619.0,34,1206.0,433.0,1206.0,0,1618,1618,14,-0.5,-0.5,2,0.556269245,54,3200.823486,183.1,2704.069504,759.0,1.0
4.33,7900,8910.0,1,11111111,8,1401.0,250.0,1401.0,5.0,4111.0,5532.0,7,1775.0,1568.0,590.0,3277.0,3263.0,32,823.0,448.0,823.0,1,1015,1015,8,-0.5,-0.5,2,0.55463923,44,3337.386903,198.4,2630.823009,574.0,1.0
27.8,12700,10575.0,1,11111000,1,1018.0,1275.0,1018.0,1.0,2460.0,2460.0,1,2491.0,1542.0,1723.0,3824.0,3895.0,21,1763.0,2528.0,1763.0,0,1791,1791,23,0.0,0.0,1,0.521035728,390,2693.826949,278.7,1628.125764,714.8,1.0
82.85,12600,10575.0,1,11111000,1,1018.0,1275.0,1018.0,1.0,2460.0,2460.0,1,2491.0,1542.0,1723.0,3824.0,3895.0,21,1763.0,2528.0,1763.0,0,1791,1791,23,0.0,0.0,1,0.499371573,473,2460.5397,117.1,1571.429111,635.9,1.0
1.49,13600,8530.0,1,11001101,3,1348.0,863.0,1348.0,266.0,1528.0,1528.0,1,1882.0,1681.0,730.0,2045.0,2238.0,7,840.0,708.0,840.0,2,1182,1067,308,1.5,1.5,4,0.546975982,67,2401.098446,392.5,1218.33913,326.8,1.0
5.31,13500,8530.0,1,11001101,3,1348.0,863.0,1348.0,266.0,1528.0,1528.0,1,1882.0,1681.0,730.0,2045.0,2238.0,7,840.0,708.0,840.0,2,1182,1067,308,1.5,1.5,4,0.54542858,168,2770.815544,301.7,1507.649634,499.1,1.0
8.26,13600,8530.0,1,11001101,3,1348.0,863.0,1348.0,266.0,1528.0,1528.0,1,1882.0,1681.0,730.0,2045.0,2238.0,7,840.0,708.0,840.0,2,1182,1067,308,1.5,1.5,4,0.544233598,256,2583.971528,214.6,1561.060485,420.9,1.0
44.26,12600,10415.0,1,11100000,2,892.0,980.0,888.0,50.0,1764.0,1764.0,2,2071.0,1242.0,1483.0,1840.0,1764.0,12,1455.0,340.0,1455.0,0,1490,1490,4,0.0,0.0,1,0.497453144,204,2090.504617,226.7,2082.40581,451.1,1.0
24.84,9600,8885.0,1,11101000,5,1216.0,819.0,1215.0,785.0,4267.0,4267.0,1,1947.0,1906.0,320.0,4366.0,4272.0,7,725.0,538.0,725.0,4,825,492,535,1.0,1.0,5,0.557633447,48,2780.694513,244.6,1882.284217,994.1,0.0
62.9,10300,10415.0,1,11100000,2,892.0,980.0,888.0,50.0,1764.0,1764.0,2,2071.0,1242.0,1483.0,1840.0,1764.0,12,1455.0,340.0,1455.0,0,1490,1490,4,0.0,0.0,1,0.493733708,56,2241.767857,285.3,2155.205518,676.6,1.0
64.22,12800,10415.0,1,11100000,2,892.0,980.0,888.0,50.0,1764.0,1764.0,2,2071.0,1242.0,1483.0,1840.0,1764.0,12,1455.0,340.0,1455.0,0,1490,1490,4,0.0,0.0,1,0.489859281,301,1975.04237,160.3,1654.048903,751.2,1.0
31.71,10200,10415.0,1,11100000,2,892.0,980.0,888.0,50.0,1764.0,1764.0,2,2071.0,1242.0,1483.0,1840.0,1764.0,12,1455.0,340.0,1455.0,0,1490,1490,4,0.0,0.0,1,0.505681674,133,2395.528511,288.3,2422.351828,376.5,1.0
40.34,10200,10415.0,1,11100000,2,892.0,980.0,888.0,50.0,1764.0,1764.0,2,2071.0,1242.0,1483.0,1840.0,1764.0,12,1455.0,340.0,1455.0,0,1490,1490,4,0.0,0.0,1,0.502375776,189,2302.56621,455.2,2319.878738,830.1,1.0
67.53,12700,10415.0,1,11100000,2,892.0,980.0,888.0,50.0,1764.0,1764.0,2,2071.0,1242.0,1483.0,1840.0,1764.0,12,1455.0,340.0,1455.0,0,1490,1490,4,0.0,0.0,1,0.488599978,386,1997.994967,181.4,1929.637368,497.4,1.0
4.13,15300,8800.0,0,10001111,5,1594.0,1654.0,1593.0,1600.0,1674.5,1674.5,0,2279.0,2224.0,327.0,1983.0,2323.0,11,856.0,505.0,856.0,5,806,646,305,0.0,0.0,5,0.573803395,247,2541.351643,450.3,2025.777345,564.9,1.0
16.7,15300,8800.0,0,10001111,5,1594.0,1654.0,1593.0,1600.0,1674.5,1674.5,0,2279.0,2224.0,327.0,1983.0,2323.0,11,856.0,505.0,856.0,5,806,646,305,0.0,0.0,5,0.568451351,43,2945.96484,294.8,2364.788103,639.6,1.0
